epochs,batch_size,silence_percentage,unknown_percentage,validation_percentage,testing_percentage,background_frequency,background_volume,criterion,initial_lr,optimizer,scheduler,time_shift_samples,feature_bin_count,desired_samples,sample_rate,spectrogram_length,window_stride_samples,window_size_samples,feature_extraction_method,model_name,model_input_shape,test_acc,val_acc,run_test_sample_time,run_val_sample_time,time_get_train_batch,time_get_val_batch
40,512,10.0,10.0,10.0,10.0,0,0,CrossEnt,0.001,Adam,LambdaLR,0,10,16000,16000,49,320,640,raw,wav2vec,16000,97.0703125,96.484375,0.003426967654377222,0.003893465269356966,0.022815728187561037,0.0076604485511779785
